Janeiro,,,,,,,,,,,,
13/06/26,sábado,Aula - MBA,Novos Produtos,MBA,Auditório,07h00 - 17h00,60,,#SR-52965,#REQ-52964,Finalizado,-
13/06/26,sabado,EXEC - AI4BT44 - B2C,Novos Produtos,Exec,A09 + A11,07h00 - 17h00,38,#REQ-50820,#SR-50819,#REQ-52966,Finalizado,-
15/06/26,segunda-feira,DSDMT9 - Ambev - Turma 1,Novos Produtos,Exec,Auditório,09h00 - 18h00,50,#REQ-52269,#SR-52276,#REQ-53319,Finalizado,-
16/06/26,terça-feira,Festa Junina ,Suporte,CDL,P6,17h00 - 20h00,-,-,-,-,Finalizado,-
16/06/26,terça-feira,DSDMT9 - Ambev - Turma 1,Novos Produtos,Exec,Auditório,09h00 - 18h00,50,#REQ-52270,#SR-52276,#REQ-53321,Finalizado,-
16/06/26,terça-feira,AI4BT54 - Auren - Turma 1,Novos Produtos,Exec,A05,09h00 - 13h00,35,#REQ-52364,#SR-52362,#REQ-53322,Finalizado,-
17/06/26,quarta-feira,DSDMT9 - Ambev - Turma 1,Novos Produtos,Exec,Auditório,09h00 - 18h00,50,#REQ-52271,#SR-52276,#REQ-53323,Finalizado,-
17/06/26,quarta-feira,Visita de Alunos - Colégio Fazer Crescer Recife/PE,Novos Produtos,Relacionamento Escolas,A05,10H00 - 12H00,45,-,#SR-53329,#REQ-53327,Finalizado,-
18/06/26,quinta-feira,DSDMT9 - Ambev - Turma 1,Novos Produtos,Exec,Auditório,09h00 - 18h00,50,#REQ-52272,#SR-52276,#REQ-53330,Finalizado,-
19/06/26,sexta-feira,DSDMT9 - Ambev - Turma 1,Novos Produtos,Exec,Auditório,09h00 - 18h00,50,#REQ-52274,#SR-52276,#REQ-53345,Finalizado,-
19/06/26,sexta-feira,Oxygen,Institucional,Marketing,A05,08h00 - 12h30,40,-,#SR-53626,#REQ-53623,Finalizado,-
19/06/26,sexta-feira,Visita - Colégio Salesiano,Novos Produtos,Relacionamento Escolas,A09 e A11,14h00 - 16h00,45,-,#SR-53347,#REQ-53346,Finalizado,-
20/06/26,sábado,Inteli Day BTG [Salvador],Captação|Awareness,Marketing,Salvador,09h00-12h00,40,,,,,-
20/06/26,sábado,Evento Captção de Corpo Docente,Captação|Awareness,Time de Gente,,,,,,,,-
20/06/26,sábado,Aula 4 Hackathon Sidarta T01 (Apresentação final no Inteli),Novos Produtos,Relacionamento Escolas,Auditório,09h00 - 11h00,50,,#SR-53374,#REQ-53370,Finalizado,-
20/06/26,sábado,Lenovo,Novos Produtos,MBA,A13,08h00 - 18h00,20,-,-,#REQ-53376,Em andamento,-
20/06/26,sábado,Inteli Day,Captação|Awareness,Marketing,A09 e A11,09h00 - 12h00,40,-,#SR-53379,#REQ-53378,Em andamento,https://drive.google.com/drive/u/0/folders/132zpLpU2lt61gRBHOFNRXFR-0Kw7AfBh
20/06/26,sábado,Oxygen,Institucional,Marketing,A05,08h00 - 13h00,40,-,#SR-53630,#REQ-53628,Em andamento,-
22/06/26,segunda-feira,EXEC - AI4BT51 - Grupo Raizes,Novos Produtos,Exec,Auditório,09h00 - 18h00,30,#REQ-50823,#SR-50824,#REQ-53699,Em andamento,-
23/06/26,terça-feira,EXEC - AI4BT51 - Grupo Raizes,Novos Produtos,Exec,Auditório,09h00 - 18h00,30,#REQ-50823,#SR-50824,#REQ-53701,Em andamento,-
23/06/26,terça-feira,EXEC - AI4BT61 - Copel,Novos Produtos,Exec,A13,07h30 - 12h00,20,#REQ-52714,#SR-52676,#REQ-53702,Em andamento,-
23/06/26,quarta-feira,Apoio ENADE,Suporte,Acadêmico,-,-,-,-,-,#REQ-53794,Em andamento,-
24/06/26,quarta-feira,EXEC - AI4BT58 - Auren (Turma GEX),Novos Produtos,Exec,Auditório,09h00 - 13h00,38,#REQ-52366,#SR-52365,#REQ-53704,Em andamento,-
24/06/26,quarta-feira,Visita de Alunos - Colégio dos Jesuítas/MG (SD Travel),Novos Produtos,Relacionamento Escolas,A05,10H00 - 12H00,35,-,#SR-53707,#REQ-53706,Em andamento,-
25/06/26,quinta-feira,Exec - AI4BT57 -  Auren - Turma b,Novos Produtos,Exec,Auditório,09h00 - 13h00,44,#REQ-52369,#SR-52367,#REQ-53883,Em andamento,-
25/06/26,quinta-feira,Exec - AI4BT59 -  Auren - Turma C,Novos Produtos,Exec,Auditório,14h00 - 18h00,45,#REQ-52372,#SR-52370,#REQ-53884,Em andamento,-
25/06/26,quinta-feira,Inteli Day - Online,Captação|Awareness,Marketing,Estúdio,19h00 - 20h00,,,,,Para fazer,-
25/06/26,quinta-feira,Inteli Day  - BTG,Captação|Awareness,Marketing,Auditório,18h30 - 20h30,60,,,,,-
26/06/26,sexta-feira,Apresentação final 2ºTrimestre,Acadêmico,Acadêmico,A13,-,-,-,-,-,Não se aplica,-
26/06/26,sexta-feira,Colégio Vértice,Novos Produtos,Relacionamento Escolas,A12,14h30 - 16h30,40,,,,Para fazer,-
27/06/26,sábado,Simulado 02 PS,Suporte,Captação ,"Auditório, A01, 02, 03 e 04",08h00 - 12h00,40,,,,Para fazer,-
27/06/26,sábado,Oxygen,Captação|Awareness,Cessão de Espaço,A05,08h00 - 18h30,40,,,,Para fazer,-
27/06/26,sábado,BTG - Hackathon time Ops  ,Suporte,Cessão de Espaço,A09 e A11,08h00 -18h00,40,,,,Cancelado,-
30/06/26,terça-feira,Hackathon BTG,Captação|Awareness,Marketing,Auditório,14h00 - 18h00,30,,,,Para fazer,https://drive.google.com/drive/u/0/folders/1QblkyM_DWi0_dcPf9-ldXAwf58_tTsAv
27/06/26,sábado,Inteli Day BTG [Recife],Captação|Awareness,Marketing,Recife,09h00 - 12h00,40,,,,Cancelado,
,,,,,,,],,,,,
Julho,,,,,,,,,,,,
Data do evento,Dia da semana,Evento,,Àrea demandante,Espaço,Horário,Nº convidados,Ticket Eventos,Ticket IT Bar,Ticket Facilities,Status,Link Drive
01/07/26,quarta-feira,Hackathon BTG,Captação|Awareness,Marketing,,14h00 - 20h00,,,,,Para fazer,https://drive.google.com/drive/u/0/folders/1QblkyM_DWi0_dcPf9-ldXAwf58_tTsAv
02/07/26,quinta-feira,Cessão de Espaço - Cordier ,Suporte,,,,,,,,Para fazer,
02/07/26,quinta-feira,Cessão de Espaço - Leapy,Suporte,Cessão de Espaço,,,,,,,Para fazer,
04/07/26,sábado,BRASA,,Cessão de Espaço,Campus todo,07h00 - 20h00,400,,,,Cancelado,
03/07/26,sexta-feira,Cessão de Espaço - BRASA ,Suporte,Cessão de Espaço,A13,09h00 às 13h00,100,,,,Para fazer,
07/07/26,terça-feira,EXEC - AI4BT62 - HPE,Novos Produtos,Exec,A06,09h00 às 13h00,20,#REQ-53872,#SR-53861,,Para fazer,
08/07/26,quarta-feira,EXEC - AI4BT62 - HPE,Novos Produtos,Exec,A06,09h00 às 13h00,20,#REQ-53875,#SR-53862,,Para fazer,
06/07/26,segunda-feira,Inteli Camp,Novos Produtos,Relacionamento Escolas,,08h00 às 18h00,100,,,,Para fazer,
07/07/26,terça-feira,,Novos Produtos,Relacionamento Escolas,,08h00 às 18h00,100,,,,Para fazer,
08/07/26,quarta-feira,,Novos Produtos,Relacionamento Escolas,,08h00 às 18h00,100,,,,Para fazer,
10/07/26,sexta-feira,,Novos Produtos,Relacionamento Escolas,,08h00 às 18h00,100,,,,Para fazer,
13/07/26,segunda-feira,Inteli Camp,Novos Produtos,Relacionamento Escolas,,08h00 às 18h00,100,,,,Para fazer,
14/07/26,terça-feira,,Novos Produtos,Relacionamento Escolas,,08h00 às 18h00,100,,,,Para fazer,
15/07/26,quarta-feira,,Novos Produtos,Relacionamento Escolas,,08h00 às 18h00,100,,,,Para fazer,
16/07/26,quinta-feira,,Novos Produtos,Relacionamento Escolas,,08h00 às 18h00,100,,,,Para fazer,
17/07/26,sexta-feira,,Novos Produtos,Relacionamento Escolas,,08h00 às 18h00,100,,,,Para fazer,
,,,,,,,,,,,,
,,,,,,,,,,,,
Agosto,,,,,,,,,,,,
Data do evento,Dia da semana,Evento,,Àrea demandante,Espaço,Horário,Nº convidados,Ticket Eventos,Ticket IT Bar,Ticket Facilities,Status,Link Drive
01/08/26,sábado,Lançamento Série Geniais ,Institucional,Marketing,?,?,?,,,,Para fazer,
03/08/26,segunda-feira,Início 3 Tri,Acadêmico,Acadêmico,A13,,,,,,Para fazer,
03/08/26,segunda-feira,Volta às aulas 2º Trimestre,Institucional,Marketing,Area externa P6,,,,,,,
05/08/26,quarta-feira,AI4BT54 - Auren - Turma 1,Novos Produtos,Exec,A05,09h00 - 13h00,35,#SR-52375,#REQ-52373,,Para fazer,
05/08/26,quarta-feira,Kick-off,Acadêmico,Acadêmico,A13,,,,,,Para fazer,
07/08/26,sexta-feira,Evento - Nitro Academy [3],Novos Produtos,Relacionamento Escolas,A09,14:00 - 18:00,,,,,Não se aplica,
08/08/26,sexta-feira,[HOLD] HackEdu no Inteli,Novos Produtos,Relacionamento Escolas,Auditório,09h00 - 18h00,,,,,Para fazer,
06/08/26,quinta-feira,"Visita ao Inteli Colégio Farroupilha - Porto Alegre/RS
",Novos Produtos,Relacionamento Escolas,A05,10h30 - 12h00,45,,,,Para fazer,
10/08/26,segunda-feira,Evento Teya - AI For Business,Novos Produtos,Exec,Auditório,08h00 - 12h00,100,,,,Para fazer,
10/08/26,segunda-feira,Trilha CDL,Institucional,CDL,A13,12h45 - 13h45,,,,,,
12/08/26,quarta-feira,Café com Maíra - 2ª edição,Captação|Awareness,Marketing,Auditório,08h00 - 10h00,60,,,,Para fazer,
14/08/26,sexta-feira,Sprint 1,Acadêmico,Acadêmico,A13,,,,,,Para fazer,
19/08/26,quarta-feira,Café com Sallouti,Institucional,Relações Institucionais,Auditório,08h00 - 10h30,45,,,,Para fazer,
20/08/26,quinta-feira,Visita alunos- Escola São Domingos/ES,Novos Produtos,Relacionamento Escolas,Auditório,14h00 - 16h00,,,,,Para fazer,
21/08/26,sexta-feira,Colação de Grau Protocolar Formandos 2026.1,Institucional,Acadêmico,Auditório,18h00 - 21h00,100,,,,Para fazer,
22/08/26,sábado,AI For Education - turma 03,Novos Produtos,Exec,Auditório,08h00 - 18h00,30,,,,Para fazer,
24/08/26,segunda-feira,AMBEV - Cessão de Espaço,Institucional,Cessão de Espaço,Auditório,09h00 - 22h00,40,,,,Para fazer,
24/08/26,segunda-feira,Trilha CDL,Institucional,CDL,Auditório,12h45 - 13h45,,,,,,
25/08/26,terça-feira,Visita alunos -  Maple Bear - Unidade Tatuapé,Novos Produtos,Relacionamento Escolas,A05,10h00 - 12h00,40,,,,Para fazer,
28/08/26,sexta-feira,Sprint 2,Acadêmico,Acadêmico,A13,,,,,,Para fazer,
29/08/26,sábado,Hackathon Anthropic[Pedido Ana Garcia],Institucional,Marketing,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Setembro,,,,,,,,,,,,
Data do evento,Dia da semana,Evento,,Àrea demandante,Espaço,Horário,Nº convidados,Ticket Eventos,Ticket IT Bar,Ticket Facilities,Status,Link Drive
02/09/26,quarta-feira,Apoio ENADE,Acadêmico,Acadêmico,,,,,,,Para fazer,
02/09/26,quarta-feira,Visita Escola Americana de Vitória - ES,Novos Produtos,,A05,10h00 - 12h00,50,,,,,
09/09/26,quarta-feira,Café com Sallouti,Institucional,Relações Institucionais,Auditório,08h00 - 10h30,45,,,,Para fazer,
09/09/26,quarta-feira,Workshop CDL,Institucional,CDL,Auditório,12h45 - 13h45,,#SR-54014,,,Para fazer,
10/09/26,quinta-feira,AI4BT54 - Auren - Turma 1,Novos Produtos,Exec,A05,09h00 - 13h00,35,#SR-52386,#REQ-52387,,,
14 à 17/09/26,,Semana de Carreiras ,Suporte,CDL,,,,,,,,
14/09/26,segunda-feira,"Visita ao Inteli - Colégio Apoio/Recife
",Novos Produtos,Relacionamento Escolas,Auditório,14h00 - 16h00,20,,,,Para fazer,
15/09/26,terça-feira,Projeto Carreira e Liderança,Novos Produtos,Relacionamento Escolas,A05 e A07,10H00 - 12H00,60,,,,,
16/09/26,quarta-feira,Café com Maíra - 3ª edição,Captação|Awareness,Marketing,Auditório,08h00 - 10h00,60,,,,,
16/09/26,quarta-feira,Projeto Carreira e Liderança,Novos Produtos,Relacionamento Escolas,Auditório,14H00 - 15H30,60,,,,,
21/09/26,segunda-feira,PBL - Dia 01,Novos Produtos,Relacionamento Escolas,Auditório,08h00 - 18h00,,,,,,
22/09/26,terça-feira,PBL - Dia 02,Novos Produtos,Relacionamento Escolas,Auditório,08h00 -18h00,,,,,,
23/09/26,quarta-feira,Visita - Colégio Novo Tempo Santos,Novos Produtos,Relacionamento Escolas,Auditório,14H00 - 16h00,100,,,,,
24/09/26,quinta-feira,AMBEV - Cessão de Espaço,Institucional,Cessão de Espaço,Auditório,09h00 - 22h00,40,,,,,
26/09/26,sábado,Aula 4 Hackathon Sidarta T03 (Apresentação final no Inteli),Novos Produtos,Relacionamento Escolas,Auditório,09h00 - 11h00,50,,,,Para fazer,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Outubro,,,,,,,,,,,,
Data do evento,Dia da semana,Evento,,Àrea demandante,Espaço,Horário,Nº convidados,,Ticket IT Bar,Ticket Facilities,Status,Link Drive
01/10/26,quinta-feira,Boas Práticas Inicie Digital ,Novos Produtos,Relacionamento Escolas,Auditório,08h00 - 17h00,120,,,,,
05/10/26,segunda-feira,AMBEV - Cessão de Espaço,Institucional,Cessão de Espaço,Auditório,09h00 - 22h00,40,,,,,
07/10/26,quarta-feira,Apoio ENADE [data sujeita a alteração],Acadêmico,Acadêmico,,,,,,,Para fazer,
07/10/26,quarta-feira,Café com Sallouti,Institucional,Relações Institucionais,Auditório,08h00-10h30,,,,,,
17/10/26,sábado,Prova PS dia 01[ manhã somente online],Suporte,,,,,,,,,
18/10/26,domingo,Prova PS dia 02[ manhã somente online e tarde presencial],Suporte,,,,,,,,,
19/10/26,segunda-feira,AMBEV - Cessão de Espaço,Institucional,Cessão de Espaço,Auditório,09h00 - 22h00,40,,,,,
20/10/26,terça-feira,Café com Maíra - 4ª edição,Captação|Awareness,Marketing,Auditório,08h00-10h00,60,,,,,
22/10/26,quinta-feira,Cessão de Espaço - Mastercard,Suporte,Cessão de Espaço,Auditório e A13,08h00 - 18h00,100,,,,,
30/10/26,segunda-feira,AMBEV - Cessão de Espaço,Institucional,Cessão de Espaço,Auditório,09h00 - 22h00,40,,,,,
,,,,,,,,,,,,
Novembro,,,,,,,,,,,,
Data do evento,Dia da semana,Evento,,Àrea demandante,Espaço,Horário,Nº convidados,Ticket Eventos,Ticket IT Bar,Ticket Facilities,Status,Link Drive
04/11/26,quarta-feira,Café com Sallouti,Institucional,Relações Institucionais,Auditório,08h00 - 10h30,45,,,,Para fazer,
07/11/26,Sábado,Dev  Referências,Captação|Awareness,Relações Institucionais,,09h00 - 17h00,300,,,,,
11/11/26,quarta-feira,Apoio ENADE ,Acadêmico,Acadêmico,,,,,,,Para fazer,
11/11/26,quarta-feira,Aluno Tutor de Tecnologia Inicie Digital,Novos Produtos,Relacionamento Escolas,Auditório,08h00 - 17h00,120,,,,,
17/11/26,terça-feira,Café com Maíra - 4ª edição,Captação|Awareness,Marketing,Auditório,08h00 - 10h00,60,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Dezembro,,,,,,,,,,,,
Data do evento,Dia da semana,Evento,,Àrea demandante,Espaço,Horário,Nº convidados,Ticket Eventos,Ticket IT Bar,Ticket Facilities,Status,Link Drive
02/12/26,quarta-feira,Café com Sallouti,Institucional,Relações Institucionais,Auditório,08h00 - 10h30,45,,,,Para fazer,
16/12/26,quarta-feira,Apoio ENADE ,Acadêmico,Acadêmico,,,,,,,Para fazer,
